Time	Open	High	Low	Close	Volume	spread	SMA	EMA	RSI	MACD
1648569600	1908.03	1909.83	1890.02	1897.03	14147	5	2055.73	2055.73	2055.73	2055.73
1648573200	1897.03	1909.01	1892.8	1907.17	13545	5	2060.6	2060.6	2060.6	2060.6
1648576800	1907.17	1914.69	1905.45	1908.55	12192	5	2060.23	2060.23	2060.23	2060.23
1648580400	1908.55	1915.38	1908.12	1915.33	6654	5	2067.16	2067.16	2067.16	2067.16
1648584000	1915.31	1917.82	1912.78	1915.41	5468	5	2068.58	2068.58	2068.58	2068.58
1648587600	1915.44	1917.89	1912.8	1916.46	5087	5	2060.87	2060.87	2060.87	2060.87
1648591200	1916.47	1918.33	1916.01	1917.15	4095	5	2053.21	2053.21	2053.21	2053.21
1648594800	1917.15	1921.41	1916.86	1919.37	3440	5	2055.36	2055.36	2055.36	2055.36
1648598400	1919.38	1919.83	1918.57	1919.31	1500	5	2057.23	2057.23	2057.23	2057.23
1648605600	1920.13	1920.99	1919.29	1919.58	661	10	2053.97	2053.97	2053.97	2053.97
1648609200	1919.58	1919.95	1916.13	1916.26	1358	5	2053.24	2053.24	2053.24	2053.24
1648612800	1916.34	1919.91	1915.81	1919.27	3682	5	2053.08	2053.08	2053.08	2053.08
1648616400	1919.22	1922.97	1918.65	1922.92	4509	5	2054.84	2054.84	2054.84	2054.84
1648620000	1922.84	1925.57	1921.82	1923.23	3454	5	2054.84	2054.84	2054.84	2054.84
1648623600	1923.23	1925.38	1922.23	1923.64	3072	5	2054.96	2054.96	2054.96	2054.96
1648627200	1923.61	1927.19	1921.97	1925.96	2907	5	2063.38	2063.38	2063.38	2063.38
1648630800	1925.91	1926.67	1923.23	1924.15	2607	5	2064.71	2064.71	2064.71	2064.71
1648634400	1924.15	1928.34	1922.9	1924.0	4169	5	2063.91	2063.91	2063.91	2063.91
1648638000	1923.94	1926.35	1920.7	1921.06	6619	5	2064.05	2064.05	2064.05	2064.05
1648641600	1921.06	1924.06	1919.22	1919.34	5124	5	2062.69	2062.69	2062.69	2062.69
1648645200	1919.34	1921.14	1917.24	1919.57	4745	5	2063.91	2063.91	2063.91	2063.91
1648648800	1919.51	1921.99	1919.1	1920.01	5073	5	2064.27	2064.27	2064.27	2064.27
1648652400	1920.03	1925.57	1919.88	1923.91	3984	5	2061.3	2061.3	2061.3	2061.3
1648656000	1924.0	1932.24	1922.57	1927.24	7882	5	2061.89	2061.89	2061.89	2061.89
1648659600	1927.26	1934.63	1922.56	1931.85	9770	5	2063.93	2063.93	2063.93	2063.93
1648663200	1931.92	1938.41	1929.62	1937.25	9021	5	2063.58	2063.58	2063.58	2063.58
1648666800	1937.24	1938.45	1933.76	1937.13	5865	5	2061.82	2061.82	2061.82	2061.82
1648670400	1937.15	1937.26	1931.83	1932.19	3928	5	2058.63	2058.63	2058.63	2058.63
1648674000	1932.23	1935.29	1930.55	1931.74	3902	5	2056.99	2056.99	2056.99	2056.99
1648677600	1931.72	1934.27	1930.6	1932.8	2837	5	2056.8	2056.8	2056.8	2056.8
1648681200	1932.78	1935.92	1931.92	1934.16	3017	5	2059.5	2059.5	2059.5	2059.5
1648684800	1934.15	1935.9	1932.62	1933.13	1613	5	2057.7	2057.7	2057.7	2057.7
1648692000	1933.15	1933.75	1932.72	1932.79	636	10	2058.29	2058.29	2058.29	2058.29
1648695600	1932.79	1933.94	1931.58	1933.94	974	10	2061.68	2061.68	2061.68	2061.68
1648699200	1933.94	1934.11	1928.29	1931.64	4746	5	2068.25	2068.25	2068.25	2068.25
1648702800	1931.64	1932.06	1926.48	1926.9	3969	5	2067.23	2067.23	2067.23	2067.23
1648706400	1926.9	1927.81	1924.96	1925.01	2657	5	2066.16	2066.16	2066.16	2066.16
1648710000	1925.01	1927.27	1923.86	1925.07	2922	5	2066.16	2066.16	2066.16	2066.16
1648713600	1925.07	1925.51	1920.19	1921.27	2633	5	2065.53	2065.53	2065.53	2065.53
1648717200	1921.27	1923.6	1919.1	1923.54	3441	5	2066.65	2066.65	2066.65	2066.65
1648720800	1923.51	1927.81	1922.64	1926.53	4829	5	2065.32	2065.32	2065.32	2065.32
1648724400	1926.53	1933.84	1925.4	1931.4	6309	5	2064.51	2064.51	2064.51	2064.51
1648728000	1931.46	1932.76	1923.86	1925.22	5938	5	2065.79	2065.79	2065.79	2065.79
1648731600	1925.24	1926.64	1922.62	1925.98	4871	5	2064.63	2064.63	2064.63	2064.63
1648735200	1925.94	1930.37	1924.77	1930.2	4531	5	2065.02	2065.02	2065.02	2065.02
1648738800	1930.17	1932.06	1928.51	1931.02	4318	5	2066.0	2066.0	2066.0	2066.0
1648742400	1930.91	1935.85	1928.05	1934.15	6827	5	2067.27	2067.27	2067.27	2067.27
1648746000	1934.15	1942.37	1932.31	1937.74	9462	5	2068.18	2068.18	2068.18	2068.18
1648749600	1937.67	1942.71	1937.62	1940.13	8406	5	2064.69	2064.69	2064.69	2064.69
1648753200	1940.12	1945.02	1939.53	1944.29	6166	5	2068.15	2068.15	2068.15	2068.15
1648756800	1944.31	1944.71	1938.98	1944.42	5031	5	2067.56	2067.56	2067.56	2067.56
1648760400	1944.37	1949.76	1944.11	1945.22	5158	5	2068.25	2068.25	2068.25	2068.25
1648764000	1945.22	1945.46	1941.42	1941.51	3581	5	2070.24	2070.24	2070.24	2070.24
1648767600	1941.5	1942.66	1934.92	1936.49	4577	5	2078.78	2078.78	2078.78	2078.78
1648771200	1936.57	1937.92	1936.15	1936.88	2334	10	2081.54	2081.54	2081.54	2081.54
1648778400	1937.15	1937.5	1934.7	1935.52	844	10	2081.87	2081.87	2081.87	2081.87
1648782000	1935.52	1936.96	1934.84	1936.73	1093	8	2078.31	2078.31	2078.31	2078.31
1648785600	1936.73	1936.84	1932.53	1934.34	3063	5	2077.45	2077.45	2077.45	2077.45
1648789200	1934.35	1938.64	1933.66	1938.1	2911	5	2078.11	2078.11	2078.11	2078.11
1648792800	1938.12	1938.2	1933.53	1934.05	2452	5	2077.16	2077.16	2077.16	2077.16
1648796400	1934.05	1938.71	1933.95	1938.34	1584	5	2079.5	2079.5	2079.5	2079.5
1648800000	1938.33	1939.6	1936.85	1937.71	1607	5	2079.5	2079.5	2079.5	2079.5
1648803600	1937.71	1938.79	1935.97	1937.06	1642	5	2079.75	2079.75	2079.75	2079.75
1648807200	1937.06	1939.25	1931.54	1932.47	4383	5	2086.99	2086.99	2086.99	2086.99
1648810800	1932.47	1933.15	1929.47	1930.72	6369	5	2088.05	2088.05	2088.05	2088.05
1648814400	1930.75	1932.95	1929.71	1932.13	4623	5	2087.21	2087.21	2087.21	2087.21
1648818000	1932.15	1936.54	1932.02	1934.12	4676	5	2086.51	2086.51	2086.51	2086.51
1648821600	1934.12	1934.68	1927.35	1927.62	4442	5	2085.77	2085.77	2085.77	2085.77
1648825200	1927.65	1929.94	1924.29	1928.71	6345	5	2085.78	2085.78	2085.78	2085.78
1648828800	1928.65	1933.95	1925.46	1927.4	9091	5	2086.14	2086.14	2086.14	2086.14
1648832400	1927.35	1933.7	1922.54	1931.39	10427	5	2077.41	2077.41	2077.41	2077.41
1648836000	1931.93	1932.55	1918.74	1925.89	9204	5	2076.88	2076.88	2076.88	2076.88
1648839600	1925.89	1930.43	1923.04	1925.85	6804	5	2077.23	2077.23	2077.23	2077.23
1648843200	1925.87	1927.03	1922.69	1923.01	4944	5	2075.58	2075.58	2075.58	2075.58
1648846800	1923.08	1923.12	1918.06	1922.16	5836	5	2076.5	2076.5	2076.5	2076.5
1648850400	1922.19	1926.08	1922.09	1925.3	3429	5	2073.07	2073.07	2073.07	2073.07
1648854000	1925.3	1925.66	1920.94	1922.48	3596	5	2079.02	2079.02	2079.02	2079.02
1648857600	1922.65	1924.87	1922.04	1924.09	1337	10	2077.15	2077.15	2077.15	2077.15
1649037600	1924.07	1924.86	1921.32	1923.01	860	10	2074.1	2074.1	2074.1	2074.1
1649041200	1923.01	1924.62	1922.4	1924.52	881	10	2074.77	2074.77	2074.77	2074.77
1649044800	1924.52	1926.88	1923.76	1925.64	2143	5	2072.68	2072.68	2072.68	2072.68
1649048400	1925.64	1925.64	1922.64	1922.71	2672	5	2068.08	2068.08	2068.08	2068.08
1649052000	1922.71	1923.23	1918.25	1919.16	2767	5	2066.41	2066.41	2066.41	2066.41
1649055600	1919.16	1920.5	1918.35	1919.02	1958	5	2065.61	2065.61	2065.61	2065.61
1649059200	1919.02	1919.12	1915.5	1917.62	2107	5	2066.75	2066.75	2066.75	2066.75
1649062800	1917.62	1921.32	1917.1	1920.16	2478	5	2066.73	2066.73	2066.73	2066.73
1649066400	1919.97	1928.9	1917.25	1927.87	4512	5	2066.85	2066.85	2066.85	2066.85
1649070000	1927.86	1931.06	1927.62	1929.89	5660	5	2070.7	2070.7	2070.7	2070.7
1649073600	1929.9	1933.09	1929.0	1931.22	5452	5	2068.62	2068.62	2068.62	2068.62
1649077200	1931.21	1931.74	1925.84	1926.17	4091	5	2069.57	2069.57	2069.57	2069.57
1649080800	1926.29	1929.19	1925.7	1928.86	3430	5	2070.0	2070.0	2070.0	2070.0
1649084400	1928.97	1931.13	1928.16	1929.23	4204	5	2072.12	2072.12	2072.12	2072.12
1649088000	1929.28	1936.03	1928.34	1931.78	7544	5	2072.83	2072.83	2072.83	2072.83
1649091600	1931.78	1936.82	1925.3	1925.38	10723	5	2071.78	2071.78	2071.78	2071.78
1649095200	1925.38	1936.36	1924.28	1934.76	11116	5	2068.79	2068.79	2068.79	2068.79
1649098800	1934.76	1935.67	1930.45	1933.63	6662	5	2065.63	2065.63	2065.63	2065.63
1649102400	1933.63	1934.03	1930.55	1931.58	3947	5	2064.78	2064.78	2064.78	2064.78
1649106000	1931.58	1931.72	1928.8	1929.63	3977	5	2067.89	2067.89	2067.89	2067.89
1649109600	1929.63	1933.41	1928.92	1932.11	3147	5	2065.5	2065.5	2065.5	2065.5
1649113200	1932.09	1932.94	1930.04	1932.27	3073	5	2059.23	2059.23	2059.23	2059.23
1649116800	1932.27	1933.26	1931.17	1932.72	1389	8	2062.82	2062.82	2062.82	2062.82
1649124000	1932.48	1933.85	1932.41	1933.0	1040	10	2064.91	2064.91	2064.91	2064.91
1649127600	1933.0	1933.49	1930.72	1931.51	1472	10	2066.11	2066.11	2066.11	2066.11
1649131200	1931.51	1933.07	1931.27	1931.98	2406	5	2066.57	2066.57	2066.57	2066.57
1649134800	1932.01	1932.63	1929.49	1930.31	2043	5	2064.83	2064.83	2064.83	2064.83
1649138400	1930.31	1930.65	1927.69	1928.31	2014	5	2067.3	2067.3	2067.3	2067.3
1649142000	1928.31	1929.56	1927.44	1928.64	1773	5	2063.26	2063.26	2063.26	2063.26
1649145600	1928.63	1929.21	1926.59	1928.69	2482	5	2062.47	2062.47	2062.47	2062.47
1649149200	1928.67	1930.94	1927.54	1930.77	2285	5	2063.66	2063.66	2063.66	2063.66
1649152800	1930.77	1933.64	1930.41	1932.72	3057	5	2063.66	2063.66	2063.66	2063.66
1649156400	1932.73	1933.28	1926.51	1927.7	4893	5	2065.45	2065.45	2065.45	2065.45
1649160000	1927.7	1932.11	1925.53	1931.73	4484	5	2066.53	2066.53	2066.53	2066.53
1649163600	1931.74	1932.44	1927.96	1929.69	4876	5	2067.83	2067.83	2067.83	2067.83
1649167200	1929.7	1930.69	1925.94	1928.8	4284	5	2069.62	2069.62	2069.62	2069.62
1649170800	1928.7	1929.75	1926.75	1927.9	3851	5	2069.62	2069.62	2069.62	2069.62
1649174400	1927.88	1935.29	1924.2	1935.13	6915	5	2074.34	2074.34	2074.34	2074.34
1649178000	1935.09	1943.44	1932.32	1942.2	9521	5	2074.04	2074.04	2074.04	2074.04
1649181600	1942.2	1944.58	1927.22	1930.81	11916	5	2073.27	2073.27	2073.27	2073.27
1649185200	1930.81	1932.89	1919.38	1920.72	6944	5	2073.31	2073.31	2073.31	2073.31
1649188800	1920.8	1925.53	1917.97	1923.49	6086	5	2077.14	2077.14	2077.14	2077.14
1649192400	1923.5	1925.62	1921.29	1922.19	4027	5	2075.98	2075.98	2075.98	2075.98
1649196000	1922.22	1924.44	1920.47	1923.68	3672	5	2069.33	2069.33	2069.33	2069.33
1649199600	1923.73	1924.68	1919.37	1920.43	3471	5	2067.91	2067.91	2067.91	2067.91
1649203200	1920.43	1923.7	1919.96	1923.62	1486	10	2066.37	2066.37	2066.37	2066.37
1649210400	1923.02	1923.98	1921.67	1922.91	841	10	2070.29	2070.29	2070.29	2070.29
1649214000	1922.78	1923.05	1920.18	1920.51	1896	8	2059.32	2059.32	2059.32	2059.32
1649217600	1920.5	1921.62	1917.72	1919.65	3345	5	2066.05	2066.05	2066.05	2066.05
1649221200	1919.65	1924.94	1916.66	1922.21	5366	5	2062.63	2062.63	2062.63	2062.63
1649224800	1922.13	1925.34	1921.28	1923.16	4323	5	2061.13	2061.13	2061.13	2061.13
1649228400	1923.06	1924.67	1922.36	1923.91	2569	5	2060.87	2060.87	2060.87	2060.87
1649232000	1923.93	1924.17	1920.57	1921.74	2550	5	2058.11	2058.11	2058.11	2058.11
1649235600	1921.74	1924.35	1920.82	1920.88	2855	5	2058.89	2058.89	2058.89	2058.89
1649239200	1920.88	1921.28	1917.92	1919.64	5087	5	2059.54	2059.54	2059.54	2059.54
1649242800	1919.68	1923.58	1915.15	1921.78	6405	5	2059.54	2059.54	2059.54	2059.54
1649246400	1921.79	1926.5	1921.57	1926.16	5129	5	2060.02	2060.02	2060.02	2060.02
1649250000	1926.16	1933.41	1926.09	1929.79	5531	5	2062.42	2062.42	2062.42	2062.42
1649253600	1929.8	1930.06	1921.56	1922.34	4836	5	2064.71	2064.71	2064.71	2064.71
1649257200	1922.36	1924.26	1918.27	1921.6	5854	5	2065.1	2065.1	2065.1	2065.1
1649260800	1921.44	1928.44	1919.53	1926.58	7581	5	2064.77	2064.77	2064.77	2064.77
1649264400	1926.58	1931.89	1923.69	1930.43	8720	5	2064.05	2064.05	2064.05	2064.05
1649268000	1930.43	1931.93	1923.71	1925.64	8731	5	2064.34	2064.34	2064.34	2064.34
1649271600	1925.65	1929.52	1925.63	1927.97	6569	5	2062.83	2062.83	2062.83	2062.83
1649275200	1927.96	1928.55	1923.5	1924.99	4640	5	2060.1	2060.1	2060.1	2060.1
1649278800	1924.99	1924.99	1919.77	1921.01	4811	5	2056.8	2056.8	2056.8	2056.8
1649282400	1921.05	1929.49	1915.57	1924.44	11623	5	2054.87	2054.87	2054.87	2054.87
1649286000	1924.33	1927.11	1922.96	1924.8	4236	5	2047.69	2047.69	2047.69	2047.69
1649289600	1924.8	1926.57	1924.55	1925.61	1500	5	2045.71	2045.71	2045.71	2045.71
1649296800	1924.08	1924.54	1923.06	1923.59	992	10	2041.0	2041.0	2041.0	2041.0
1649300400	1923.59	1924.1	1922.16	1923.77	1190	10	2037.59	2037.59	2037.59	2037.59
1649304000	1923.77	1927.29	1922.82	1925.49	3744	5	2032.58	2032.58	2032.58	2032.58
1649307600	1925.48	1926.12	1922.38	1923.1	3606	5	2032.36	2032.36	2032.36	2032.36
1649311200	1923.12	1925.28	1921.07	1924.86	2955	5	2033.33	2033.33	2033.33	2033.33
1649314800	1924.93	1925.7	1921.51	1922.25	2349	5	2035.83	2035.83	2035.83	2035.83
1649318400	1922.25	1923.56	1920.47	1921.77	2011	5	2036.62	2036.62	2036.62	2036.62
1649322000	1921.78	1924.03	1920.82	1923.08	2740	5	2040.87	2040.87	2040.87	2040.87
1649325600	1923.08	1926.3	1922.83	1924.95	4143	5	2041.04	2041.04	2041.04	2041.04
1649329200	1925.02	1928.14	1924.24	1925.61	4865	5	2042.94	2042.94	2042.94	2042.94
1649332800	1925.63	1928.44	1924.93	1926.13	5130	5	2042.94	2042.94	2042.94	2042.94
1649336400	1926.14	1928.76	1925.56	1927.57	3619	5	2042.1	2042.1	2042.1	2042.1
1649340000	1927.57	1928.27	1925.91	1926.63	3263	5	2042.18	2042.18	2042.18	2042.18
1649343600	1926.63	1931.66	1923.6	1930.65	6397	5	2044.6	2044.6	2044.6	2044.6
1649347200	1930.65	1934.02	1924.74	1927.74	8118	5	2044.53	2044.53	2044.53	2044.53
1649350800	1927.74	1932.22	1926.76	1931.62	9327	5	2043.01	2043.01	2043.01	2043.01
1649354400	1931.63	1937.72	1930.09	1936.65	10108	5	2043.64	2043.64	2043.64	2043.64
1649358000	1936.65	1937.72	1930.06	1933.87	6940	5	2047.15	2047.15	2047.15	2047.15
1649361600	1933.85	1936.23	1932.99	1934.22	4763	5	2047.67	2047.67	2047.67	2047.67
1649365200	1934.26	1936.9	1933.39	1934.88	4338	5	2046.62	2046.62	2046.62	2046.62
1649368800	1934.93	1935.73	1932.18	1933.38	3237	5	2048.0	2048.0	2048.0	2048.0
1649372400	1933.5	1933.52	1929.61	1932.37	3425	5	2047.87	2047.87	2047.87	2047.87
1649376000	1932.37	1932.75	1930.05	1931.25	2027	10	2045.22	2045.22	2045.22	2045.22
1649383200	1931.72	1932.13	1930.55	1931.13	930	10	2045.97	2045.97	2045.97	2045.97
1649386800	1931.13	1933.63	1930.76	1932.93	1518	10	2040.09	2040.09	2040.09	2040.09
1649390400	1932.93	1935.11	1932.36	1933.04	2947	5	2039.22	2039.22	2039.22	2039.22
1649394000	1933.02	1935.51	1932.14	1932.38	3284	5	2045.08	2045.08	2045.08	2045.08
1649397600	1932.39	1933.2	1929.34	1930.06	3038	5	2044.71	2044.71	2044.71	2044.71
1649401200	1930.05	1931.17	1928.63	1931.03	2732	5	2043.23	2043.23	2043.23	2043.23
1649404800	1931.02	1931.27	1927.98	1928.36	1700	5	2043.12	2043.12	2043.12	2043.12
1649408400	1928.36	1932.39	1927.67	1932.01	2933	5	2044.33	2044.33	2044.33	2044.33
1649412000	1932.0	1932.97	1928.17	1930.13	4584	5	2043.03	2043.03	2043.03	2043.03
1649415600	1930.12	1932.97	1929.44	1931.87	4300	5	2043.5	2043.5	2043.5	2043.5
1649419200	1931.97	1933.35	1930.03	1931.61	4133	5	2044.18	2044.18	2044.18	2044.18
1649422800	1931.59	1933.5	1931.02	1932.29	3740	5	2044.18	2044.18	2044.18	2044.18
1649426400	1932.38	1934.61	1932.0	1933.85	3030	5	2044.28	2044.28	2044.28	2044.28
1649430000	1933.85	1933.94	1930.27	1933.6	4218	5	2046.08	2046.08	2046.08	2046.08
1649433600	1933.79	1938.8	1929.21	1931.31	9264	5	2046.08	2046.08	2046.08	2046.08
1649437200	1931.31	1941.06	1930.87	1939.48	11913	5	2045.3	2045.3	2045.3	2045.3
1649440800	1939.51	1948.25	1939.35	1943.11	11767	5	2044.58	2044.58	2044.58	2044.58
1649444400	1943.09	1946.21	1941.26	1941.69	6627	5	2044.44	2044.44	2044.44	2044.44
1649448000	1941.68	1943.56	1940.47	1941.5	4058	5	2042.47	2042.47	2042.47	2042.47
1649451600	1941.5	1942.69	1939.1	1942.3	3952	5	2043.24	2043.24	2043.24	2043.24
1649455200	1942.35	1944.3	1942.0	1944.06	3120	5	2042.41	2042.41	2042.41	2042.41
1649458800	1944.09	1944.84	1941.15	1944.23	3289	5	2039.03	2039.03	2039.03	2039.03
1649462400	1944.08	1946.4	1943.28	1946.4	1302	10	2039.89	2039.89	2039.89	2039.89
1649642400	1947.6	1950.02	1945.84	1946.83	1257	10	2039.2	2039.2	2039.2	2039.2
1649646000	1946.83	1946.95	1943.19	1944.76	1828	5	2040.3	2040.3	2040.3	2040.3
1649649600	1944.62	1946.09	1944.02	1945.29	2510	5	2040.05	2040.05	2040.05	2040.05
1649653200	1945.39	1947.85	1941.93	1944.38	4383	5	2046.88	2046.88	2046.88	2046.88
1649656800	1944.38	1944.62	1940.38	1943.67	4518	5	2054.88	2054.88	2054.88	2054.88
1649660400	1943.66	1946.28	1942.4	1942.86	3189	5	2045.16	2045.16	2045.16	2045.16
1649664000	1942.87	1944.6	1941.43	1942.32	2305	5	2042.05	2042.05	2042.05	2042.05
1649667600	1942.31	1945.45	1940.0	1945.18	3754	5	2048.18	2048.18	2048.18	2048.18
1649671200	1945.18	1945.55	1941.42	1943.24	5234	5	2045.7	2045.7	2045.7	2045.7
1649674800	1943.22	1946.92	1941.67	1945.88	6012	5	2043.59	2043.59	2043.59	2043.59
1649678400	1945.88	1958.09	1945.33	1957.07	6444	5	2045.06	2045.06	2045.06	2045.06
1649682000	1957.07	1959.4	1955.65	1958.16	5144	5	2044.23	2044.23	2044.23	2044.23
1649685600	1958.16	1959.01	1952.98	1956.53	5359	5	2044.23	2044.23	2044.23	2044.23
1649689200	1956.53	1961.63	1955.73	1960.62	5877	5	2045.98	2045.98	2045.98	2045.98
1649692800	1960.66	1969.78	1959.39	1963.32	9965	5	2043.71	2043.71	2043.71	2043.71
1649696400	1963.31	1964.94	1949.07	1951.39	13080	5	2041.26	2041.26	2041.26	2041.26
1649700000	1951.47	1953.17	1945.88	1951.6	11318	5	2036.1	2036.1	2036.1	2036.1
1649703600	1951.67	1954.52	1950.8	1951.42	6298	5	2035.74	2035.74	2035.74	2035.74
1649707200	1951.42	1951.64	1940.84	1941.4	5564	5	2030.74	2030.74	2030.74	2030.74
1649710800	1941.44	1947.37	1940.85	1947.04	5163	5	2032.93	2032.93	2032.93	2032.93
1649714400	1947.06	1950.31	1946.68	1949.73	3652	5	2031.48	2031.48	2031.48	2031.48
1649718000	1949.76	1954.62	1949.42	1953.66	3835	5	2028.27	2028.27	2028.27	2028.27
1649721600	1953.7	1955.78	1952.89	1954.81	2095	10	2028.98	2028.98	2028.98	2028.98
1649728800	1952.27	1953.05	1951.51	1952.0	833	5	2027.54	2027.54	2027.54	2027.54
1649732400	1952.0	1954.34	1951.91	1952.7	1422	5	2019.98	2019.98	2019.98	2019.98
1649736000	1952.82	1954.0	1949.81	1952.46	3556	5	2024.5	2024.5	2024.5	2024.5
1649739600	1952.46	1955.17	1950.2	1955.03	3992	5	2019.05	2019.05	2019.05	2019.05
1649743200	1955.04	1957.91	1954.8	1956.7	3364	5	2026.34	2026.34	2026.34	2026.34
1649746800	1956.7	1959.24	1956.0	1959.11	2730	5	2034.11	2034.11	2034.11	2034.11
1649750400	1959.2	1960.36	1957.86	1957.89	2576	5	2032.06	2032.06	2032.06	2032.06
1649754000	1957.9	1960.05	1955.76	1956.7	3585	5	2027.59	2027.59	2027.59	2027.59
1649757600	1956.69	1958.88	1956.01	1958.48	4204	5	2026.62	2026.62	2026.62	2026.62
1649761200	1958.48	1959.6	1952.91	1953.31	5372	5	2029.34	2029.34	2029.34	2029.34
1649764800	1953.31	1955.17	1950.93	1951.6	4997	5	2027.25	2027.25	2027.25	2027.25
1649768400	1951.6	1953.88	1949.81	1953.2	3728	5	2027.92	2027.92	2027.92	2027.92
1649772000	1953.2	1957.52	1953.17	1955.22	3684	5	2030.72	2030.72	2030.72	2030.72
1649775600	1955.31	1957.29	1952.51	1956.55	4738	5	2030.69	2030.69	2030.69	2030.69
1649779200	1956.57	1972.04	1955.26	1970.48	12757	5	2034.33	2034.33	2034.33	2034.33
1649782800	1970.49	1973.07	1960.53	1961.43	12800	5	2032.19	2032.19	2032.19	2032.19
1649786400	1961.43	1978.68	1960.8	1975.72	10683	5	2034.12	2034.12	2034.12	2034.12
1649790000	1975.65	1978.05	1970.44	1970.6	8266	5	2033.57	2033.57	2033.57	2033.57
1649793600	1970.61	1975.98	1969.67	1974.1	6060	5	2032.83	2032.83	2032.83	2032.83
1649797200	1974.03	1975.16	1969.17	1969.29	5849	5	2032.78	2032.78	2032.78	2032.78
1649800800	1969.29	1969.75	1964.73	1964.97	4589	5	2033.11	2033.11	2033.11	2033.11
1649804400	1965.03	1969.66	1964.76	1968.84	3668	5	2036.03	2036.03	2036.03	2036.03
1649808000	1968.91	1969.12	1964.66	1966.38	1761	5	2034.28	2034.28	2034.28	2034.28
1649815200	1966.8	1967.93	1966.04	1966.88	917	10	2035.43	2035.43	2035.43	2035.43
1649818800	1966.81	1966.9	1965.04	1965.94	1260	5	2035.38	2035.38	2035.38	2035.38
1649822400	1966.02	1967.86	1962.81	1964.13	3354	5	2034.88	2034.88	2034.88	2034.88
1649826000	1964.22	1969.49	1963.55	1969.23	4172	5	2036.26	2036.26	2036.26	2036.26
1649829600	1969.24	1971.33	1968.25	1970.9	3405	5	2038.75	2038.75	2038.75	2038.75
1649833200	1970.9	1972.26	1969.12	1969.97	2879	5	2034.81	2034.81	2034.81	2034.81
1649836800	1969.97	1970.61	1967.75	1968.26	1952	5	2028.85	2028.85	2028.85	2028.85
1649840400	1968.27	1973.58	1967.72	1972.18	2867	5	2031.12	2031.12	2031.12	2031.12
1649844000	1972.14	1972.14	1966.63	1968.84	5395	5	2027.74	2027.74	2027.74	2027.74
1649847600	1968.82	1972.81	1965.75	1971.17	5893	5	2029.18	2029.18	2029.18	2029.18
1649851200	1971.17	1975.82	1970.07	1973.82	4779	5	2028.84	2028.84	2028.84	2028.84
1649854800	1973.82	1979.07	1973.72	1977.74	4088	5	2028.41	2028.41	2028.41	2028.41
1649858400	1977.69	1980.25	1976.21	1976.78	4262	5	2030.02	2030.02	2030.02	2030.02
1649862000	1976.78	1979.65	1974.44	1978.1	5635	5	2030.64	2030.64	2030.64	2030.64
1649865600	1978.03	1980.72	1971.82	1977.53	8178	5	2030.64	2030.64	2030.64	2030.64
1649869200	1977.59	1980.64	1973.25	1977.29	10102	5	2030.19	2030.19	2030.19	2030.19
1649872800	1977.29	1980.45	1974.43	1978.4	8459	5	2031.75	2031.75	2031.75	2031.75
1649876400	1978.41	1981.42	1976.06	1980.97	5595	5	2031.82	2031.82	2031.82	2031.82
1649880000	1980.98	1981.59	1977.94	1978.91	4404	5	2028.84	2028.84	2028.84	2028.84
1649883600	1978.93	1981.56	1977.15	1978.71	4092	5	2029.76	2029.76	2029.76	2029.76
1649887200	1978.71	1980.22	1975.77	1975.94	3212	5	2026.61	2026.61	2026.61	2026.61
1649890800	1975.95	1978.94	1974.89	1978.09	3784	5	2024.65	2024.65	2024.65	2024.65
1649894400	1978.15	1978.17	1976.34	1977.76	1622	7	2030.84	2030.84	2030.84	2030.84
1649901600	1977.13	1978.97	1977.06	1978.31	769	10	2035.26	2035.26	2035.26	2035.26
1649905200	1978.31	1979.08	1977.08	1977.09	1285	5	2035.69	2035.69	2035.69	2035.69
1649908800	1977.21	1977.74	1973.6	1975.0	3138	5	2034.72	2034.72	2034.72	2034.72
1649912400	1975.0	1979.8	1974.4	1979.75	3920	5	2034.04	2034.04	2034.04	2034.04
1649916000	1979.75	1980.35	1977.26	1977.52	3378	5	2031.57	2031.57	2031.57	2031.57
1649919600	1977.52	1977.55	1973.57	1973.67	3034	5	2030.28	2030.28	2030.28	2030.28
1649923200	1973.57	1975.63	1972.5	1975.63	2311	5	2027.28	2027.28	2027.28	2027.28
1649926800	1975.61	1975.61	1972.15	1972.45	2624	5	2027.83	2027.83	2027.83	2027.83
1649930400	1972.46	1974.72	1970.55	1973.53	4115	5	2027.15	2027.15	2027.15	2027.15
1649934000	1973.54	1978.43	1971.5	1975.45	5569	5	2024.0	2024.0	2024.0	2024.0
1649937600	1975.58	1976.04	1971.37	1971.4	3881	5	2023.67	2023.67	2023.67	2023.67
1649941200	1971.4	1972.41	1967.71	1969.23	4664	5	2024.0	2024.0	2024.0	2024.0
1649944800	1969.24	1974.96	1967.21	1974.22	4355	5	2023.54	2023.54	2023.54	2023.54
1649948400	1974.22	1978.96	1973.97	1977.28	5582	5	2024.09	2024.09	2024.09	2024.09
1649952000	1977.28	1979.88	1969.94	1972.48	9395	5	2026.71	2026.71	2026.71	2026.71
1649955600	1972.48	1977.89	1960.38	1962.07	11073	5	2026.71	2026.71	2026.71	2026.71
1649959200	1962.14	1972.61	1960.55	1972.13	10700	5	2027.8	2027.8	2027.8	2027.8
